"soc_code","occupation","sector","ai_exposure","emp_change_pct","education_num","routine_task_score","thinking_creatively","physical_hazard","consequence_of_error","time_pressure","contact_with_others","degree_of_automation","log_median_wage","log1p_annual_openings"
"39-5093","Shampooers","Personal Care",-0.905371,5.5,1,2.305,2.78,1.42,1.82,3.33,4.92,1.8,10.3567899900585,1.30833281965018
"39-5094","Skincare specialists","Personal Care",-0.2628396,6.7,4,2.99,3.46,2.13,2.49,2.59,4.99,1.42,10.6348934452132,2.7408400239252
"39-6011","Baggage porters and bellhops","Personal Care",-1.272015,-1.6,2,3.335,2.89,1,3.01,2.38,4.41,1.91,10.4918296187299,1.7227665977411
"39-6012","Concierges","Personal Care",0.855832,2.3,2,1.965,3.9,1.18,1.95,3.86,4.73,2,10.5272846549613,2.05412373369555
"39-9011","Childcare workers","Personal Care",-0.3834794,-2.9,2,2.2275,3.795,1.35,3.065,3.185,4.57,1.495,10.3750524623488,5.08264583007253
"39-9031","Exercise trainers and group fitness instructors","Personal Care",-2.111948,11.9,2,2.615,4.1,1,2.48,2.95,4.76,1.48,10.7403020829085,4.32015123095579
"39-9032","Recreation workers","Personal Care",-0.2441154,4.1,2,2.81,4.52,1.51,3.4,3.3,4.81,1.77,10.4739019677138,4.23555473077362
"39-9041","Residential advisors","Personal Care",0.4746119,3.8,2,2.675,3.31,1.11,3.48,3.67,4.57,1.55,10.5759216914985,2.91235066461494
"41-1011","First-line supervisors of retail sales workers","Sales",0.0191826,-5,2,1.915,2.67,1.4,1.67,4.22,4.85,1.95,10.7646883180923,4.83707524297087
"41-1012","First-line supervisors of non-retail sales workers","Sales",1.316195,0,2,2.205,3.22,1.23,2.24,4.64,4.7,2.11,11.3401185005449,3.25037449192757
"41-2011","Cashiers","Sales",-0.2480887,-9.9,1,1.68,2.23,1,1.93,3.06,4.96,1.82,10.3478528096018,6.29821368227699
"41-2012","Gambling change persons and booth cashiers","Sales",-0.0500926,-6.4,1,2.885,2.23,1.48,2.55,3.38,4.87,2.03,10.4576599808055,1.6094379124341
"41-2021","Counter and rental clerks","Sales",0.0784367,3.2,1,3.035,3.21,1.37,1.93,3.27,4.91,2.12,10.5594519419684,3.84801767545223
"41-2022","Parts salespersons","Sales",-0.1184909,3.1,1,2.63,3.29,1.86,2.54,4.07,5,1.8,10.5304949305915,3.44041809481544
"41-2031","Retail salespersons","Sales",0.0873069,-0.5,1,2.205,3.08,1.22,2.36,3.42,4.89,2.16,10.4510307592373,6.32220610902021
"41-3011","Advertising sales agents","Sales",1.162588,-6.4,2,1.41,4.31,1,2,4.46,4.79,1.7,11.0261418356845,2.33214389523559
"41-3021","Insurance sales agents","Sales",1.341258,3.7,2,1.645,3.13,1.06,2.98,4.52,4.73,2.76,11.0082475717905,3.87120101090789
"41-3031","Securities, commodities, and financial services sales agents","Sales",1.256298,3.3,6,1.385,3.17,1,3.33,3.86,4.69,2.59,11.2662573686091,3.66612246699132
"41-3041","Travel agents","Sales",1.133598,2.2,2,2.025,3.03,1,3.38,3.73,4.45,3.8,10.7882876173189,2.09186406167839
"41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products","Sales",0.8911985,1.9,6,1.9025,2.845,1.735,2.635,3.575,4.76,2.14,11.5136252200845,3.33932197794407
"41-4012","Sales representatives, wholesale and manufacturing, except technical and scientific products","Sales",0.8224681,0.3,2,1.53,3.93,1.07,1.88,3.78,5,2.43,11.1091589134976,4.7518645651389
"41-9011","Demonstrators and product promoters","Sales",0.1235652,-0.1,1,2.32,3.31,1,2.19,3.82,4.82,1.45,10.5442882527239,2.70805020110221
"41-9012","Models","Sales",-1.122021,-0.5,1,1.39,3.52,1.23,2.22,1.67,4.69,1.33,11.407453832028,0.78845736036427
"41-9021","Real estate brokers","Sales",1.149681,3.3,2,1.955,3.73,1.29,3.15,3.92,4.69,2.7,11.1883027447062,2.37024374146786
"41-9022","Real estate sales agents","Sales",0.8649445,3.1,2,2.195,3.85,1.16,3.4,4.52,4.95,2.25,10.9388049908319,3.62700405039585
"41-9031","Sales engineers","Sales",1.145416,5.5,6,1.665,3.95,1.39,2.66,4.02,4.56,1.62,11.7078341372697,1.79175946922805
"41-9041","Telemarketers","Sales",1.118129,-22.1,1,1.86,3.54,1,1.88,3.74,4.88,3.09,10.4461024987915,2.01490302054226
"41-9091","Door-to-door sales workers, news and street vendors, and related workers","Sales",1.107101,-10,1,1.35,2.88,1.17,1.46,3.04,4.48,1.88,10.449583790384,1.30833281965018
"43-1011","First-line supervisors of office and administrative support workers","Office & Admin Support",1.038688,-0.3,2,2.365,3.55,1.16,2.92,4.04,4.7,2.33,11.0995289865358,4.98017608661155
"43-2011","Switchboard operators, including answering service","Office & Admin Support",0.9832644,-26.3,2,1.525,1.87,1.01,2.03,3.22,4.98,2.31,10.555031183241,1.33500106673234
"43-2021","Telephone operators","Office & Admin Support",1.019712,-27.5,2,1.99,2.37,1,2.32,3.69,5,2.63,10.5746447152045,0.262364264467491
"43-3011","Bill and account collectors","Office & Admin Support",1.271991,-10.5,2,1.855,2.41,1,3.1,3.9,4.9,2.86,10.7372658628358,2.68784749378469
"43-3021","Billing and posting clerks","Office & Admin Support",1.333455,-0.4,2,1.415,2.48,1.02,1.93,3.93,4.32,2.19,10.7615133762783,3.76584049525006
"43-3031","Bookkeeping, accounting, and auditing clerks","Office & Admin Support",1.039749,-5.8,3,1.4,2.43,1,2.44,3.87,4.48,2.36,10.80385213386,5.14166355650266
"43-3041","Gambling cage workers","Office & Admin Support",0.4026518,-5,2,2.445,2.14,1,3.98,4.07,4.96,2.36,10.5184028848265,0.832909122935104
"43-3051","Payroll and timekeeping clerks","Office & Admin Support",1.257632,-16.7,2,1.51,2.73,1,2.25,4.25,3.82,2.79,10.920347339332,2.63905732961526
"43-3061","Procurement clerks","Office & Admin Support",1.487838,-8.7,2,1.86,2.71,1.02,2.08,3.42,4.58,1.99,10.7895252412393,1.7227665977411
"43-3071","Tellers","Office & Admin Support",0.4727723,-12.9,2,2.37,2.8,1.22,3.2,3.53,4.96,2.45,10.579997091943,3.42751468997953
"43-4011","Brokerage clerks","Office & Admin Support",1.144877,-9.5,2,1.35,2.07,1,3.16,4.61,4.84,3.28,11.0499371706184,1.62924053973028
"43-4021","Correspondence clerks","Office & Admin Support",1.149758,-5.6,2,1.72,2.53,1,2.39,3.83,4.79,3.04,10.7523556080928,0.53062825106217
"43-4031","Court, municipal, and license clerks","Office & Admin Support",1.166267,3,2,1.875,2.53,1.03,2.62,4.08,4.79,2.57,10.7726866768764,2.9704144655697
"43-4041","Credit authorizers, checkers, and clerks","Office & Admin Support",1.440296,-6.2,2,1.24,2.3,1,3.16,4.67,4.88,2.97,10.8022251251627,0.693147180559945
"43-4051","Customer service representatives","Office & Admin Support",0.9562519,-5.5,2,1.91,2.94,1.25,2.16,4.55,4.85,2.26,10.6649940706094,5.83685542888056
"43-4061","Eligibility interviewers, government programs","Office & Admin Support",1.226286,1,2,1.275,2.82,1.05,2.67,4.28,4.42,1.96,10.8493370866518,2.70805020110221
"43-4071","File clerks","Office & Admin Support",0.2839743,-15.9,2,2.105,3.13,1.09,2.91,4.15,4.65,2.02,10.6278911227466,2.11625551480255
"43-4081","Hotel, motel, and resort desk clerks","Office & Admin Support",0.6063127,3.7,2,2.07,2.87,1,2.3,3.2,4.95,2.64,10.4420256148687,3.79773385902602
"43-4111","Interviewers, except eligibility and loan","Office & Admin Support",1.297031,-11.6,2,2.1,3.15,1.41,2.34,4.2,5,2.63,10.6880737934129,2.82137888640921
"43-4121","Library assistants, clerical","Office & Admin Support",0.2038919,-6.7,2,1.67,3.09,1.01,1.55,3.38,4.54,2.26,10.4915519566429,2.62466859216316
"43-4131","Loan interviewers and clerks","Office & Admin Support",1.364395,-2.3,2,2.35,3.21,1,2.43,4.53,4.97,2.96,10.7985546479587,2.66025953726586
"43-4141","New accounts clerks","Office & Admin Support",1.174998,-13.2,2,1.75,2.29,1,3.07,3.97,4.89,3.05,10.7495703893668,1.19392246847243
"43-4151","Order clerks","Office & Admin Support",0.8388861,-17.2,3,2.59,3.23,1.63,1.61,4.16,4.32,2.48,10.7068335253941,2.19722457733622
"43-4161","Human resources assistants, except payroll and timekeeping","Office & Admin Support",1.353098,-7.1,5,1.795,2.72,1.05,2.27,4.27,4.91,2.55,10.8085150921316,2.30258509299405
"43-4171","Receptionists and information clerks","Office & Admin Support",1.013186,0,2,1.82,2.42,1,1.96,2.71,4.88,2.32,10.5248701668668,4.86368088113959
"43-4181","Reservation and transportation ticket agents and travel clerks","Office & Admin Support",0.227312,2.8,2,2.475,2.64,1.04,3.45,4.49,4.99,3.61,10.6324843859898,2.73436750941958
"43-5011","Cargo and freight agents","Office & Admin Support",1.405415,8.5,2,3.185,3.56,1.42,3.01,4.455,4.585,2.03,10.8177762817396,2.28238238567653
"43-5021","Couriers and messengers","Office & Admin Support",-0.9591126,8.2,2,1.94,2.09,2,2.73,4.71,4.69,2.37,10.5542490165996,3.36384159511839
"43-5031","Public safety telecommunicators","Office & Admin Support",0.9074452,3.5,2,2.775,3.17,1.03,3.81,4.22,4.99,2.13,10.8342727305607,2.45958884180371
"43-5032","Dispatchers, except police, fire, and ambulance","Office & Admin Support",1.234523,-0.9,2,2.375,3,1.34,2.3,4.48,4.92,2.43,10.7971235938455,2.9704144655697
"43-5041","Meter readers, utilities","Office & Admin Support",-0.9723772,-12,2,3.03,2.56,2.7,3,3.97,3.76,2.63,10.8032423157702,0.832909122935104
"43-5051","Postal service clerks","Office & Admin Support",-0.5186997,-3.5,1,2.23,2.55,1.56,2.28,3.67,4.61,2.57,11.0289040439563,1.96009478404727
"43-5052","Postal service mail carriers","Office & Admin Support",-1.064715,-3.5,1,1.935,1.72,1.33,2.93,4.12,3.78,2.42,10.9593662986173,3.07269331469012
"43-5053","Postal service mail sorters, processors, and processing machine operators","Office & Admin Support",-1.185001,-8.4,1,2.28,2.09,1.21,2.33,4.69,3.8,3.73,10.9425267496693,2.17475172148416
"43-5061","Production, planning, and expediting clerks","Office & Admin Support",0.6999103,-1.8,2,2.02,3.04,1.29,3.19,4.55,4.29,1.91,10.9642248887753,3.55820113047182
"43-5071","Shipping, receiving, and inventory clerks","Office & Admin Support",-0.7463213,-7.7,2,2.685,2.84,1.9,2.46,4.57,4.48,2.74,10.6733642659547,4.25277179881662
"43-5111","Weighers, measurers, checkers, and samplers, recordkeeping","Office & Admin Support",-0.1860789,-4.8,2,3.305,2.78,2.09,3.01,4.26,4.42,2.34,10.7287588860231,1.84054963339749
"43-6011","Executive secretaries and executive administrative assistants","Office & Admin Support",1.079643,-1.6,2,1.89,3.73,1.01,2.07,3.86,4.7,2.06,11.2153277277311,3.93182563272433
"43-6012","Legal secretaries and administrative assistants","Office & Admin Support",1.014541,-5.8,2,1.965,3.12,1,2.44,4.01,4.38,1.94,10.8993285631683,3.02529107579554
"43-6013","Medical secretaries and administrative assistants","Office & Admin Support",1.217982,4.2,2,1.92,2.98,1.05,2.09,3.95,4.73,2.11,10.7063855970552,4.46475803227135
"43-6014","Secretaries and administrative assistants, except legal, medical, and executive","Office & Admin Support",1.099056,-1.6,2,1.65,3,1.02,2.1,4.09,4.87,1.79,10.7426812340253,5.31713912078862
"43-9021","Data entry keyers","Office & Admin Support",0.3108081,-25.9,2,1.86,2.9,1,3.04,4.21,4.24,2.85,10.5928776842184,2.35137525716348
"43-9022","Word processors and typists","Office & Admin Support",0.6219606,-36.1,2,2.15,2.73,1,2.16,3.96,4.69,2.33,10.7758263968811,1.16315080980568
"43-9031","Desktop publishers","Office & Admin Support",0.3437743,-12.4,5,2.065,4.15,1.08,2.28,4.52,4.14,2.24,10.88967741179,0.336472236621213
"43-9041","Insurance claims and policy processing clerks","Office & Admin Support",1.240201,-3.7,2,1.565,2.24,1,2.32,3.94,4.33,3.19,10.7882876173189,3.05870707271538
"43-9051","Mail clerks and mail machine operators, except postal service","Office & Admin Support",-0.8184676,-6.6,2,3.04,2.78,1.16,3.46,4.11,4.63,2.96,10.5492810367126,2.06686275947298
"43-9061","Office clerks, general","Office & Admin Support",0.9888986,-6.7,2,2.035,2.61,1.06,2.43,3.77,4.73,2.1,10.6835002661177,5.64685932725658
"43-9071","Office machine operators, except computer","Office & Admin Support",-0.5171404,-15.2,2,2.56,3.26,1.56,1.95,4.38,4.06,2.42,10.5718296141771,1.33500106673234
"43-9081","Proofreaders and copy markers","Office & Admin Support",1.288375,-0.6,6,1.165,2.31,1,2.19,4.7,4.73,2.41,10.80385213386,1.06471073699243
"43-9111","Statistical assistants","Office & Admin Support",1.389965,-2.5,6,1.27,2.81,1.12,2.29,3.63,4.02,2.65,10.8481713589115,0.587786664902119
"45-1011","First-line supervisors of farming, fishing, and forestry workers","Farming & Fishing",-0.4791843,2.5,2,3.675,2.99,2.36,3.44,3.88,4.34,2.2,10.9908703592527,2.2512917986065
"45-2011","Agricultural inspectors","Farming & Fishing",0.1704867,1.5,6,2.9,2.68,2.23,3.11,3.9,4.61,2.36,10.8393848140492,1.16315080980568
"45-2021","Animal breeders","Farming & Fishing",-1.044292,2.4,2,2.4,2.29,1.55,3.67,2.44,3.33,1.31,10.8589989975636,0.78845736036427
"45-2041","Graders and sorters, agricultural products","Farming & Fishing",-1.370968,-5.4,1,2.335,2.34,1.12,2.21,4.18,3.6,2.32,10.4753141978595,1.80828877117927
"45-2091","Agricultural equipment operators","Farming & Fishing",-1.145156,7.7,1,4.02,3.18,1.37,2.76,3.4,3.68,2.04,10.6591399384475,2.4423470353692
"45-2092","Farmworkers and laborers, crop, nursery, and greenhouse","Farming & Fishing",-1.601349,-3.3,1,3.44,3.08,1.76,2.59,3.74,3.48,1.87,10.4826258164842,4.28634138453947
"45-2093","Farmworkers, farm, ranch, and aquacultural animals","Farming & Fishing",-1.108432,-5,1,3.09,2.71,1.51,3.09,2.37,4.12,1.82,10.4954322275869,3.47196645255036
"45-4011","Forest and conservation workers","Farming & Fishing",-1.064205,-4.7,2,3.475,3.31,2.91,3.38,3,4.32,1.34,10.6846456104188,1.09861228866811
"45-4021","Fallers","Farming & Fishing",-1.795407,-7.3,2,3.5,1.52,2.56,3.44,2.83,2.84,1.47,10.8948857568971,0.53062825106217
"45-4022","Logging equipment operators","Farming & Fishing",-1.003702,-1.4,2,4.185,3.16,1.37,4.08,3.19,4.13,2.15,10.80385213386,1.64865862558738
"45-4023","Log graders and scalers","Farming & Fishing",-0.4768305,-0.7,2,3.34,2.93,1.34,2.99,3.81,3.8,2.02,10.7517135534962,0.470003629245736
"47-1011","First-line supervisors of construction trades and extraction workers","Construction",-0.3054048,5.3,2,3.665,3.335,3.34,3.42,4.15,4.905,1.68,11.273271361529,4.32280727501391
"47-2011","Boilermakers","Construction",-1.097532,-2.4,2,4.045,2.72,3.18,3.99,4.09,4.67,1.69,11.2028614416253,0.587786664902119
"47-2021","Brickmasons and blockmasons","Construction",-1.75434,3.2,2,3.665,3.07,3.4,3.06,4.08,3.92,1.6,11.0153450679543,1.88706964903238
"47-2022","Stonemasons","Construction",-1.714759,-3,2,3.71,3.67,2.22,3.74,3.67,4.18,1.48,10.8588066713778,0.587786664902119
"47-2031","Carpenters","Construction",-1.323631,4.5,2,3.54,3.51,2.68,3.8,4.43,4.74,1.78,10.9905332048328,4.31882055877009
"47-2041","Carpet installers","Construction",-1.564577,-9.6,1,3.22,3.02,1.9,2.87,4.24,4.33,1.21,10.81677377539,0.741937344729377
"47-2042","Floor layers, except carpet, wood, and hard tiles","Construction",-1.301024,9.5,1,2.82,3.3,1.79,2,3.32,4.65,1.59,10.9030158829803,1.30833281965018
"47-2043","Floor sanders and finishers","Construction",-1.748722,2.6,1,3.995,3.45,3.14,2.89,3.97,3.95,1.82,10.8026321255753,0.336472236621213
"47-2044","Tile and stone setters","Construction",-1.22543,10.1,1,3.26,3.59,1.53,3.11,3.57,3.81,1.26,10.8636037639503,1.64865862558738
"47-2051","Cement masons and concrete finishers","Construction",-1.777407,1.8,1,3.81,3.05,1.95,3.48,3.77,3.95,2.46,10.9088874594821,2.72785282839839
"47-2053","Terrazzo workers and finishers","Construction",-1.776065,-11.1,2,3.515,3.03,3.17,3.22,4.29,3.55,1.5,10.9553575786521,0.0953101798043249
"47-2061","Construction laborers","Construction",-1.622988,7.3,1,4.37,3.54,2.6,3.8,4.11,4.55,1.3,10.7521416356945,4.87060664949255
"47-2071","Paving, surfacing, and tamping equipment operators","Construction",-1.184739,3.2,2,3.975,3.19,2.58,3.66,3.46,3.53,2.54,10.8522454745478,1.6094379124341
"47-2072","Pile driver operators","Construction",-1.220009,4.3,2,4.41,3.4,2.59,4.15,3.63,4.52,1.6,11.1635098227131,0.262364264467491
"47-2073","Operating engineers and other construction equipment operators","Construction",-0.8815078,3.6,2,4.275,3.09,2.74,4.86,4.04,4.65,1.32,10.9803653490582,3.75887182593397
"47-2081","Drywall and ceiling tile installers","Construction",-1.647971,4.2,1,2.65,2.67,1.74,2.79,3.73,3.69,1.99,10.9706091741129,2.16332302566054
"47-2082","Tapers","Construction",-1.540774,0.1,1,3.025,2.48,1.67,2.3,3.91,3.34,2.01,11.077516480489,0.741937344729377
"47-2111","Electricians","Construction",-0.7796905,9.5,2,3.92,3.74,4.59,3.33,4.32,4.76,1.14,11.0405189511082,4.40671924726425
"47-2121","Glaziers","Construction",-1.388901,3.3,2,3.585,3.47,2.52,3.83,3.93,4.39,1.43,10.9230566338638,1.80828877117927
"47-2131","Insulation workers, floor, ceiling, and wall","Construction",-1.618772,3.8,1,3.495,2.89,2.66,2.63,4.04,3.72,1.69,10.7930235471015,1.48160454092422
"47-2132","Insulation workers, mechanical","Construction",-1.268615,4.7,2,3.11,3.32,2.53,2.15,4.27,3.92,1.41,10.9551829214165,1.19392246847243
"47-2141","Painters, construction and maintenance","Construction",-1.58799,3.8,1,3.555,3.54,2.82,2.48,4.6,4.29,1.22,10.7926126163375,3.37073817417745
"47-2142","Paperhangers","Construction",-1.72753,5.3,1,2.89,2.65,2.43,2.55,4.03,3.84,1.63,10.784358339179,0.182321556793955
"47-2151","Pipelayers","Construction",-1.225611,-4.1,1,3.07,2.67,2.14,3.27,3.65,4.51,1.48,10.7936396268006,1.22377543162212
"47-2152","Plumbers, pipefitters, and steamfitters","Construction",-1.121219,4.5,2,3.41,3.655,3.115,3.21,4.325,4.07,1.51,11.0504137014828,3.80666248977032
"47-2161","Plasterers and stucco masons","Construction",-1.755588,4.1,1,3.345,3.31,2.11,2.79,3.24,4.11,2.16,10.9334640488141,1.06471073699243
"47-2171","Reinforcing iron and rebar workers","Construction",-1.970997,4.6,2,3.095,2.81,3.21,3.14,4.43,4.43,1.86,10.99002725997,0.916290731874155
"47-2181","Roofers","Construction",-1.752941,5.9,1,3.735,3.31,3.82,3.11,4.18,4.5,2.06,10.8389925033341,2.61739583283408
"47-2211","Sheet metal workers","Construction",-1.174972,2.4,2,3.98,3.3,2.95,3.86,3.98,3.68,2.7,11.0161670984157,2.45100509811232
"47-2221","Structural iron and steel workers","Construction",-1.780065,4.4,2,3.355,2.96,3.45,3.57,4.24,4.39,1.41,11.046116726621,1.87180217690159
"47-2231","Solar photovoltaic installers","Construction",-0.9441692,42.1,2,3.685,2.97,4.25,4.02,3.89,4.31,1.48,10.8563030590927,1.62924053973028
"47-3011","Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters","Construction",-1.94229,-10.5,1,3.45,3.16,2.51,3.42,4.44,3.58,2.04,10.7467773915258,0.8754687373539
"47-3012","Helpers--carpenters","Construction",-1.425282,4.5,1,3.78,3.55,2.15,3.65,4,4.36,1.92,10.6358554462494,1.30833281965018
"47-3013","Helpers--electricians","Construction",-1.506896,0.2,2,4.005,3.81,3.7,3.03,3.91,4.26,1.5,10.5938809448995,2.05412373369555
"47-3014","Helpers--painters, paperhangers, plasterers, and stucco masons","Construction",-2.04484,2.3,1,3.23,2.25,2.32,2.65,3.64,4.43,1.51,10.5490188791544,0.587786664902119
"47-3015","Helpers--pipelayers, plumbers, pipefitters, and steamfitters","Construction",-1.678876,4.9,2,3.87,3.99,2.57,3.37,3.84,4.14,1.38,10.5782161475721,1.77495235091167
"47-3016","Helpers--roofers","Construction",-1.89822,5.7,1,3.535,3.71,2.86,3.53,3.1,3.5,2.85,10.6112770098329,0.470003629245736
"47-4011","Construction and building inspectors","Construction",0.2860245,-0.8,2,3.205,3.015,2.085,3.02,4.09,4.195,1.895,11.1860866773173,2.76000994003292
"47-4021","Elevator and escalator installers and repairers","Construction",-0.8604742,5,2,4.3,2.51,4.85,4.33,4.08,4.39,2,11.5766511558508,1.09861228866811
"47-4031","Fence erectors","Construction",-1.902113,4.6,1,3.12,2.48,1.98,4.11,4.52,4.34,2.39,10.756625469405,1.19392246847243
"47-4041","Hazardous materials removal workers","Construction",-0.6887439,1,2,3.495,3.03,3.08,3.25,3.88,3.97,2.1,10.7891128700994,1.79175946922805
"47-4051","Highway maintenance workers","Construction",-1.27909,3,2,3.37,3.41,2.41,4.15,3.72,4.25,2.29,10.8010031290839,2.58776403522771
"47-4061","Rail-track laying and maintenance equipment operators","Construction",-1.39906,1.6,2,4.105,3.58,2.76,3.84,3.9,4.56,2.15,11.1179550939547,0.741937344729377
"47-4071","Septic tank servicers and sewer pipe cleaners","Construction",-1.210591,7.6,2,3.32,2.92,2.82,2.67,3.82,4.6,1.56,10.8024286460752,1.3609765531356
"47-5011","Derrick operators, oil and gas","Construction",-1.415002,0.5,1,4.195,2.44,4.62,2.72,3.21,4.56,1.66,11.0467544817447,0.693147180559945
"47-5012","Rotary drill operators, oil and gas","Construction",-0.7737326,0.2,1,4.34,3.23,4.2,4.46,4.1,4.36,1.83,11.0822963831985,0.78845736036427
"47-5013","Service unit operators, oil and gas","Construction",-0.971916,0.4,1,4.25,3.22,4.54,4.25,4.35,4.83,2.11,10.9678534024756,1.62924053973028
"47-5041","Continuous mining machine operators","Construction",-1.165492,0.6,1,3.975,2.92,3.48,4.27,3.4,4.44,1.65,11.0569036332449,0.955511445027436
"47-5051","Rock splitters, quarry","Construction",-1.763494,4.4,1,3.27,2.5,2.82,3.28,2.61,3.18,1.83,10.7676425299898,0.336472236621213
"47-5071","Roustabouts, oil and gas","Construction",-1.518977,2.5,1,4.01,3.47,3.35,3.62,4.28,4.58,1.92,10.768695494181,1.66770682055808
"47-5081","Helpers--extraction workers","Construction",-1.543154,-1.7,2,4.475,3.43,4.29,3.84,3.47,4.3,1.52,10.7872550927047,0.53062825106217
"49-1011","First-line supervisors of mechanics, installers, and repairers","Installation & Repair",-0.0205169,3.1,2,3.835,3.71,2.74,2.49,3.93,4.81,1.46,11.2683028819789,3.97781074596615
"49-2011","Computer, automated teller, and office machine repairers","Installation & Repair",-0.3458247,-0.9,3,3.93,3.19,2.27,2.56,4.24,4.1,2.46,10.7549197120618,2.15176220325946
"49-2021","Radio, cellular, and tower equipment installers and repairers","Installation & Repair",-0.6335382,8.6,5,3.925,3.81,1.77,3.58,3.48,4.11,1.48,11.0696027143058,0.78845736036427
"49-2022","Telecommunications equipment installers and repairers, except line installers","Installation & Repair",-0.853048,-4.2,4,3.21,3.39,2.76,2.64,4.12,4.54,1.67,11.0449996755195,2.65324196460721
"49-2091","Avionics technicians","Installation & Repair",-0.1728535,8.2,4,3.775,3.21,3.52,3.59,4.54,4.08,1.75,11.3070076943211,1.02961941718116
"49-2092","Electric motor, power tool, and related repairers","Installation & Repair",-0.8106341,3.4,2,4.18,3.45,3.86,3.55,4.04,3.93,1.51,10.8965541232123,0.993251773010283
"49-2093","Electrical and electronics installers and repairers, transportation equipment","Installation & Repair",-0.8303875,6.1,4,3.82,3.51,3.43,3.68,4.48,4.04,1.86,11.3233375721842,0.470003629245736
"49-2094","Electrical and electronics repairers, commercial and industrial equipment","Installation & Repair",-0.4632031,-0.8,4,3.87,3.47,3.34,3.55,3.16,4.36,2.36,11.1746516064024,1.7404661748405
"49-2095","Electrical and electronics repairers, powerhouse, substation, and relay","Installation & Repair",-0.5522636,5.5,4,4.13,3.21,4.25,4.55,4.17,4.73,2.37,11.5222815598943,1.09861228866811
"49-2096","Electronic equipment installers and repairers, motor vehicles","Installation & Repair",-0.7915968,-13.6,2,3.15,3.79,2.22,3.39,4.53,3.69,1.6,10.7777055079884,0.470003629245736
"49-2097","Audiovisual equipment installers and repairers","Installation & Repair",-0.571284,6.6,4,3.105,3.66,2.79,2.28,3.82,3.62,2.2,10.8321020340991,1.28093384546206
"49-2098","Security and fire alarm systems installers","Installation & Repair",-0.6926484,10.4,2,3.56,3.26,2.07,3.61,4.08,4.55,1.43,10.9903645849858,2.34180580614733
"49-3011","Aircraft mechanics and service technicians","Installation & Repair",-0.6551197,4,4,4.455,3.45,3.9,2.94,4.24,4.45,1.27,11.273144272503,2.50959926237837
"49-3021","Automotive body and related repairers","Installation & Repair",-1.180589,1.6,2,3.67,3.72,4.47,3.39,4.53,3.56,1.65,10.8528261384565,2.74727091425549
"49-3022","Automotive glass installers and repairers","Installation & Repair",-1.202285,3.6,2,2.525,3.03,1.54,3.02,4.41,4.52,1.07,10.7634195507409,0.8754687373539
"49-3023","Automotive service technicians and mechanics","Installation & Repair",-0.9547055,4.2,4,4.05,3.07,4.36,3.55,4.48,4.42,1.53,10.8131564081014,4.26267987704132
"49-3031","Bus and truck mechanics and diesel engine specialists","Installation & Repair",-1.010472,2.4,2,4.505,3.15,3.49,3.45,4.07,4.27,1.55,11.0127100203163,3.31418600467253
"49-3041","Farm equipment mechanics and service technicians","Installation & Repair",-1.20703,11,2,4.4,3.28,3.27,3.4,4.08,4.38,1.37,10.8605362768825,1.54756250871601
"49-3042","Mobile heavy equipment mechanics, except engines","Installation & Repair",-1.169815,5.8,2,4.525,3.72,3.53,3.58,3.93,4.27,1.49,11.0663258135035,2.86220088092947
"49-3043","Rail car repairers","Installation & Repair",-1.448102,2.8,2,3.91,3.2,3.42,3.64,3.99,3.98,1.44,11.0925497441263,0.916290731874155
"49-3051","Motorboat mechanics and service technicians","Installation & Repair",-0.8863602,6,2,3.855,2.82,3.13,3.6,4.17,4.3,1.56,10.9141789598318,1.28093384546206
"49-3052","Motorcycle mechanics","Installation & Repair",-0.763721,5.3,4,4.34,3.68,3.43,4.61,4.54,4.6,1.06,10.7621491715736,0.916290731874155
"49-3053","Outdoor power equipment and other small engine mechanics","Installation & Repair",-0.8941408,2.5,2,4.33,2.93,2.81,3.3,3.66,4.42,1.36,10.7484970824053,1.50407739677627
"49-3091","Bicycle repairers","Installation & Repair",-0.9226068,-2.3,2,3.9,2.83,2.33,3.8,4.53,4.38,1.12,10.6055944744675,0.955511445027436
"49-3092","Recreational vehicle service technicians","Installation & Repair",-0.9244052,11.5,2,3.38,3.06,3.06,2.86,3.46,3.8,1.71,10.8305203809422,1.33500106673234
"49-3093","Tire repairers and changers","Installation & Repair",-1.550724,5.7,2,3.53,3.07,3.31,3.67,4.15,4.51,2.08,10.5219111869001,2.79116510781272
"49-9011","Mechanical door repairers","Installation & Repair",-1.383152,11.4,2,3.66,3.31,2.62,2.99,4,4.38,1.68,10.8405608235928,1.30833281965018
"49-9012","Control and valve installers and repairers, except mechanical door","Installation & Repair",-0.7606913,1.3,2,4.36,3.13,3.97,3.81,4.03,4.51,2.23,11.2211014933511,1.58923520511658
"49-9021","Heating, air conditioning, and refrigeration mechanics and installers","Installation & Repair",-0.8491117,8.1,4,3.845,3.43,3.59,3.62,3.8,4.61,1.97,10.9989281500386,3.71600812150219
"49-9031","Home appliance repairers","Installation & Repair",-0.9703799,2.6,2,3.525,2.77,3.06,2.59,3.74,4.84,1.81,10.8079081118398,1.41098697371026
"49-9041","Industrial machinery mechanics","Installation & Repair",-1.133177,16.1,2,4.03,3.51,3.37,2.42,3.69,4.22,2.19,11.0628813134641,3.84374416467485
